"phrase_id","phrase_text","phrase_text_lower"
"4444","Surfer not registered","surfer not registered"
"4445","No upload permission","no upload permission"
"4446","Not authorized","not authorized"
"4447","Upload image text","upload image text"
"4448","Upload permission","upload permission"
"4449","Answers in group list?","answers in group list?"
"4450","Display answers in group list.","display answers in group list."
"4451","Captcha speaker icon","captcha speaker icon"
"4452","Speaker link title","speaker link title"
"4453","Speaker alt text","speaker alt text"
"4454","Popup title","popup title"
"4455","Popup link title","popup link title"
"4456","Files from subdirectories","files from subdirectories"
"4457","Repair search","repair search"
"4458","Repair search data","repair search data"
"4459","%s entry paths changed.","%s entry paths changed."
"4460","Entries do not need to be fixed.","entries do not need to be fixed."
"4461","Subscribe threads","subscribe threads"
"4462","Show search form?","show search form?"
"4463","Use richtext editor?","use richtext editor?"
"4464","Number of pages","number of pages"
"4465","Invalid search string","invalid search string"
"4466","At","at"
"4467","Last entry","last entry"
"4468","Cite","cite"
"4469","New question","new question"
"4470","Registered","registered"
"4471","Avatar image size","avatar image size"
"4472","User EMail","user email"
"4473","Delete thread ""%s"" (%d) from ""%s""?","delete thread ""%s"" (%d) from ""%s""?"
"4474","Thread deleted.","thread deleted."
"4475","Delete entry ""%s"" (%d) from ""%s""?","delete entry ""%s"" (%d) from ""%s""?"
"4476","Admin notification","admin notification"
"4477","Output type","output type"
"4478","Forum modified.","forum modified."
"4479","Thread pasted.","thread pasted."
"4480","Thread cut out.","thread cut out."
"4481","XSLT file ""%s"" may not support module ""%s"".","xslt file ""%s"" may not support module ""%s""."
"4482","Subscription email","subscription email"
"4483","Email content","email content"
"4484","Category modified.","category modified."
"4485","Activate this logger module?","activate this logger module?"
"4486","{%NOTIFY%} := ADMINISTRATOR,SUBSCRIPTION {%RECEIVER%}, {%ENTRY_AUTHOR%}, {%ENTRY_SUBJECT%}, {%LINK%}, {%PROJECT%}, {%ENTRY_CHANGED%}, {%ENTRY_CREATED%}","{%notify%} := administrator,subscription {%receiver%}, {%entry_author%}, {%entry_subject%}, {%link%}, {%project%}, {%entry_changed%}, {%entry_created%}"
"4487","Please select the forum or category to display.","please select the forum or category to display."
"4488","{%NOTIFY%} := ADMINISTRATOR, SUBSCRIPTION {%RECEIVER%}, {%ENTRY_AUTHOR%}, {%ENTRY_SUBJECT%}, {%LINK%}, {%PROJECT%}, {%ENTRY_CHANGED%}, {%ENTRY_CREATED%}","{%notify%} := administrator, subscription {%receiver%}, {%entry_author%}, {%entry_subject%}, {%link%}, {%project%}, {%entry_changed%}, {%entry_created%}"
"4489","Please select the category to display.","please select the category to display."
"4490","Import XML","import xml"
"4491","Import configuration from XML","import configuration from xml"
"4492","Export the current configuration as XML","export the current configuration as xml"
"4493","Add action","add action"
"4494","Add a new action","add a new action"
"4495","Delete current action group","delete current action group"
"4496","Add a new action group","add a new action group"
"4497","Action groups","action groups"
"4498","Actions","actions"
"4499","Action sucessfully added.","action sucessfully added."
"4501","Add observer","add observer"
"4502","Add a new action ovserver","add a new action ovserver"
"4503","Delete action","delete action"
"4504","Delete current action","delete current action"
"4505","Observer class","observer class"
"4506","Add observer class","add observer class"
"4507","Add action group","add action group"
"4508","Observers","observers"
"4509","Observer ""%s"" successfully added.","observer ""%s"" successfully added."
"4510","Action group successfully added.","action group successfully added."
"4511","Action successfully deleted.","action successfully deleted."
"4513","Really delete action ""%s""?","really delete action ""%s""?"
"4514","Delete observer class","delete observer class"
"4515","Really delete group ""%s""?","really delete group ""%s""?"
"4516","Observer successfully deleted.","observer successfully deleted."
"4517","Wrong file type, XML expected.","wrong file type, xml expected."
"4518","Replace existing configuration","replace existing configuration"
"4519","Add to existing configuration","add to existing configuration"
"4520","Import mode","import mode"
"4521","Import configuration","import configuration"
"4522","Action group successfully deleted.","action group successfully deleted."
"4523","Select upload file with action dispatcher configuration","select upload file with action dispatcher configuration"
"4524","Category pasted.","category pasted."
"4525","Category cut out.","category cut out."
"4526","%s category paths changed.","%s category paths changed."
"4527","Configuration successfully imported.","configuration successfully imported."
"4528","Register actions on call","register actions on call"
"4529","bounced messages","bounced messages"
"4530","regular messages","regular messages"
"4531","Error on training bounce handler. You need to mark some emails manually as bounces first.","error on training bounce handler. you need to mark some emails manually as bounces first."
"4532","No users are currently blocked.","no users are currently blocked."
"4533","No emails to process.","no emails to process."
"4534","Test email sent.","test email sent."
"4535","Mails rated.","mails rated."
"4536","Training successful.","training successful."
"4551","Bounce email","bounce email"
"4552","Category of undelivered email set to ""%s"".","category of undelivered email set to ""%s""."
"4538","Regular emails","regular emails"
"4539","Bounced emails","bounced emails"
"4540","New emails","new emails"
"4541","Mailing list","mailing list"
"4542","Edit cronjob","edit cronjob"
"4543","Cronjob disabled","cronjob disabled"
"4544","The cronjob ""%s"" has been disabled.","the cronjob ""%s"" has been disabled."
"4545","Undelivered emails","undelivered emails"
"4546","Mark as bounce","mark as bounce"
"4547","Mark as regular","mark as regular"
"4550","Regular email","regular email"
"4553","Friday, 2007-08-03","friday, 2007-08-03"
"4554","Category presentation","category presentation"
"4555","File to large","file to large"
"4556","0% = opaque, 100% = transparent","0% = opaque, 100% = transparent"
"4557","Value modified.","value modified."
"4558","Value for field ""%s""","value for field ""%s"""
"4559","Field modified.","field modified."
"4560","Values","values"
"4561","Domain ""%s"" (%d) has been saved.","domain ""%s"" (%d) has been saved."
"4562","Value not set","value not set"
"4563","Value is set","value is set"
"4564","Delete field ""%s""?","delete field ""%s""?"
"4565","Field ""%s"" has been deleted.","field ""%s"" has been deleted."
"4566","Field added.","field added."
"4567","Option modified.","option modified."
"4568","Richtext (simple)","richtext (simple)"
"4569","Richtext","richtext"
"4570","Textarea","textarea"
"4571","Input field","input field"
"4572","Default text","default text"
"4573","Link that opens popup with pdf.","link that opens popup with pdf."
"4574","Feedback mode","feedback mode"
"4575","Page after submission","page after submission"
"4576","Feedback recipient and sender of feedback confirmations.","feedback recipient and sender of feedback confirmations."
